"source","data","municipality_name","cumulative_probable_cases_count","cumulative_confirmed_cases_count","deaths_count","incidence_cases","letality_rate","population"
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Oaxaca",40,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Guerrero",27,4,0,"0.11",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Michoacan",42,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Guanajuato",268,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"San Luis Potosi",50,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Quintana Roo",20,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Sinaloa",21,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Queretaro",52,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Yucatan",14,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__2052025.pdf",2025-05-20,"Tabasco",28,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Chihuahua",2732,1537,3,"37.83","0.2",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Sonora",94,30,1,"0.96","3.33",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Zacatecas",70,13,0,"0.76",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Tamaulipas",65,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Coahuila",53,8,0,"0.24",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Durango",55,7,0,"0.36",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Campeche",24,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Oaxaca",40,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Guerrero",27,4,0,"0.11",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Michoacan",42,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Guanajuato",273,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"San Luis Potosi",51,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Quintana Roo",21,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Sinaloa",21,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Queretaro",53,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Yucatan",14,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250521.pdf",2025-05-21,"Tabasco",29,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Chihuahua",2775,1578,3,"38.84","0.19",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Sonora",97,37,1,"1.18","2.70",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Zacatecas",73,13,0,"0.76",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Tamaulipas",66,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Coahuila",57,8,0,"0.24",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Durango",61,7,0,"0.36",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Campeche",24,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Guerrero",27,5,0,"0.14",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Oaxaca",40,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Michoacan",45,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Guanajuato",282,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"San Luis Potosi",52,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Quintana Roo",21,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Sinaloa",22,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Queretaro",54,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Yucatan",15,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORMEDIARIOSARAMPION_2252025.pdf",2025-05-22,"Tabasco",29,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Chihuahua",2823,1626,3,"40.02","0.18",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Sonora",99,37,1,"1.18","2.70",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Zacatecas",73,14,0,"0.82",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Tamaulipas",67,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Coahuila",61,8,0,"0.24",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Durango",62,7,0,"0.36",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Campeche",24,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Guerrero",27,5,0,"0.14",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Oaxaca",41,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Michoacan",46,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Guanajuato",288,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"San Luis Potosi",54,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Quintana Roo",23,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Sinaloa",23,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Queretaro",54,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Yucatan",16,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__23052025.pdf",2025-05-23,"Tabasco",29,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Chihuahua",2859,1677,3,"41.27","0.18",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Sonora",106,43,1,"1.37","2.33",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Zacatecas",75,17,0,"0.99",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Coahuila",63,10,0,"0.29",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Tamaulipas",67,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Durango",67,7,0,"0.36",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Campeche",27,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Guerrero",32,5,0,"0.14",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Oaxaca",41,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Michoacan",49,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Guanajuato",294,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"San Luis Potosi",57,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Quintana Roo",23,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Sinaloa",24,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Queretaro",54,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Yucatan",17,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__26052025.pdf",2025-05-26,"Tabasco",30,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Chihuahua",2940,1693,3,"41.67","0.18",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Sonora",110,43,1,"1.37","2.33",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Zacatecas",76,17,0,"0.99",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Coahuila",67,10,0,"0.29",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Tamaulipas",68,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Durango",69,8,0,"0.42",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Campeche",27,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Guerrero",32,5,0,"0.14",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Oaxaca",41,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Michoacan",50,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Guanajuato",297,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"San Luis Potosi",59,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Quintana Roo",26,1,0,"0.05",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Sinaloa",26,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Queretaro",54,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Yucatan",18,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__20250527.pdf",2025-05-27,"Tabasco",31,1,0,"0.04",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Chihuahua",2967,1717,3,"42.26","0.17",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Sonora",116,43,1,"1.37","2.33",NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Zacatecas",78,17,0,"0.99",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Coahuila",68,10,0,"0.29",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Tamaulipas",69,9,0,"0.23",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Durango",69,8,0,"0.42",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Campeche",28,6,0,"0.63",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Guerrero",32,5,0,"0.14",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Oaxaca",41,4,0,"0.09",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Michoacan",57,3,0,"0.06",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Guanajuato",304,2,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"San Luis Potosi",60,1,0,"0.03",NA,NA
"https://github.com/fbranda/measles/blob/main/Americas/Mexico/bulletins/Gobierno_de_Mexico/INFORME_DIARIO_SARAMPION__28052025__1_.pdf",2025-05-28,"Quintana Roo",27,1,0,"0.05",NA,NA
